feedback_id,case_id,contact_id,dealer_id,vehicle_id,survey_date_key,csat_score,nps_score,comment_text
FDB-03421,CASE-08965,CON-05391,DLR-07,VHL-008,20230313,4,8,Satisfied but communication could improve
FDB-03422,CASE-08966,CON-02250,DLR-01,VHL-031,20240704,4,7,Satisfied but communication could improve
FDB-03423,CASE-08969,CON-01060,DLR-12,VHL-010,20231112,3,5,Average experience
FDB-03424,CASE-08970,CON-01623,DLR-07,VHL-031,20231002,4,8,Satisfied but communication could improve
FDB-03425,CASE-08971,CON-05614,DLR-02,VHL-030,20231005,2,4,Service delay caused frustration
FDB-03426,CASE-08972,CON-01213,DLR-04,VHL-005,20230608,4,7,Issue solved with minor delays
FDB-03427,CASE-08973,CON-04716,DLR-04,VHL-029,20240619,3,7,Problem solved but took longer than expected
FDB-03428,CASE-08974,CON-02281,DLR-04,VHL-033,20240531,5,10,Quick resolution and good communication
FDB-03429,CASE-08975,CON-01367,DLR-04,VHL-009,20241014,4,9,Issue solved with minor delays
FDB-03430,CASE-08978,CON-03431,DLR-12,VHL-027,20230724,4,8,Good overall service
FDB-03431,CASE-08980,CON-00804,DLR-11,VHL-032,20230915,4,8,Good overall service
FDB-03432,CASE-08981,CON-02756,DLR-01,VHL-013,20240708,5,10,Excellent support from the service team
FDB-03433,CASE-08982,CON-00401,DLR-06,VHL-023,20240128,4,7,Issue solved with minor delays
FDB-03434,CASE-08983,CON-05049,DLR-08,VHL-034,20230404,4,8,Issue solved with minor delays
FDB-03435,CASE-08988,CON-02261,DLR-08,VHL-036,20230616,5,9,Very smooth service experience
FDB-03436,CASE-08992,CON-02177,DLR-02,VHL-030,20230906,4,9,Issue solved with minor delays
FDB-03437,CASE-08994,CON-05349,DLR-04,VHL-010,20240531,3,6,Service was acceptable
FDB-03438,CASE-08995,CON-03372,DLR-11,VHL-026,20230906,2,4,Issue was not resolved properly the first time
FDB-03439,CASE-08996,CON-01686,DLR-02,VHL-043,20241125,4,8,Issue solved with minor delays
FDB-03440,CASE-08997,CON-04035,DLR-11,VHL-039,20241215,3,7,Average experience
FDB-03441,CASE-09000,CON-00303,DLR-07,VHL-012,20230127,4,8,Satisfied but communication could improve
FDB-03442,CASE-09001,CON-04458,DLR-01,VHL-007,20230108,4,8,Issue solved with minor delays
FDB-03443,CASE-09005,CON-00511,DLR-06,VHL-029,20240903,4,8,Issue solved with minor delays
FDB-03444,CASE-09011,CON-01604,DLR-04,VHL-019,20230707,5,10,Excellent support from the service team
FDB-03445,CASE-09014,CON-00592,DLR-01,VHL-004,20230216,5,10,Very smooth service experience
FDB-03446,CASE-09015,CON-00546,DLR-11,VHL-015,20240428,2,3,Issue was not resolved properly the first time
FDB-03447,CASE-09022,CON-01633,DLR-07,VHL-017,20231102,4,7,Issue solved with minor delays
FDB-03448,CASE-09028,CON-01179,DLR-04,VHL-024,20230903,2,5,Resolution took too long
FDB-03449,CASE-09031,CON-02173,DLR-05,VHL-027,20230803,4,7,Issue solved with minor delays
FDB-03450,CASE-09032,CON-00840,DLR-04,VHL-016,20230911,4,7,Satisfied but communication could improve
FDB-03451,CASE-09034,CON-02731,DLR-11,VHL-042,20230518,4,8,Issue solved with minor delays
FDB-03452,CASE-09037,CON-03592,DLR-09,VHL-034,20231231,3,5,Service was acceptable
FDB-03453,CASE-09038,CON-03204,DLR-03,VHL-036,20240207,4,8,Issue solved with minor delays
FDB-03454,CASE-09046,CON-03111,DLR-09,VHL-002,20240419,4,8,Good overall service
FDB-03455,CASE-09050,CON-00875,DLR-02,VHL-008,20240311,3,5,Average experience
FDB-03456,CASE-09051,CON-03704,DLR-02,VHL-006,20230712,5,10,Very smooth service experience
FDB-03457,CASE-09055,CON-04295,DLR-11,VHL-040,20240121,5,10,Very smooth service experience
FDB-03458,CASE-09058,CON-02726,DLR-04,VHL-027,20241211,3,6,Problem solved but took longer than expected
FDB-03459,CASE-09059,CON-00075,DLR-09,VHL-027,20241214,4,7,Issue solved with minor delays
FDB-03460,CASE-09063,CON-02349,DLR-03,VHL-013,20230104,4,8,Issue solved with minor delays
FDB-03461,CASE-09065,CON-04133,DLR-01,VHL-022,20240903,5,9,Very smooth service experience
FDB-03462,CASE-09067,CON-02739,DLR-07,VHL-018,20240420,5,10,Quick resolution and good communication
FDB-03463,CASE-09072,CON-04834,DLR-03,VHL-034,20230210,4,8,Issue solved with minor delays
FDB-03464,CASE-09074,CON-00144,DLR-01,VHL-019,20240811,5,9,Very smooth service experience
FDB-03465,CASE-09076,CON-02704,DLR-11,VHL-045,20231023,4,9,Issue solved with minor delays
FDB-03466,CASE-09077,CON-01781,DLR-11,VHL-025,20240518,3,7,Average experience
FDB-03467,CASE-09082,CON-04974,DLR-01,VHL-027,20230206,4,9,Good overall service
FDB-03468,CASE-09083,CON-00868,DLR-05,VHL-021,20241112,4,7,Good overall service
FDB-03469,CASE-09084,CON-02391,DLR-05,VHL-016,20230916,3,5,Average experience
FDB-03470,CASE-09087,CON-04270,DLR-05,VHL-024,20231203,4,8,Issue solved with minor delays
FDB-03471,CASE-09092,CON-03096,DLR-04,VHL-014,20230824,4,7,Satisfied but communication could improve
FDB-03472,CASE-09094,CON-05522,DLR-12,VHL-032,20230627,3,7,Average experience
FDB-03473,CASE-09095,CON-02026,DLR-02,VHL-033,20240608,4,9,Good overall service
FDB-03474,CASE-09100,CON-04281,DLR-06,VHL-043,20230719,2,5,Resolution took too long
FDB-03475,CASE-09101,CON-01189,DLR-05,VHL-002,20241122,2,2,Needed multiple follow-ups to get help
FDB-03476,CASE-09103,CON-03232,DLR-07,VHL-038,20240219,3,5,Problem solved but took longer than expected
FDB-03477,CASE-09107,CON-03347,DLR-08,VHL-031,20230311,5,9,Excellent support from the service team
FDB-03478,CASE-09109,CON-03981,DLR-11,VHL-040,20240111,3,5,Service was acceptable
FDB-03479,CASE-09110,CON-04468,DLR-05,VHL-040,20240131,5,9,Quick resolution and good communication
FDB-03480,CASE-09113,CON-02091,DLR-05,VHL-020,20240324,4,8,Satisfied but communication could improve
FDB-03481,CASE-09128,CON-00477,DLR-02,VHL-007,20230106,4,8,Good overall service
FDB-03482,CASE-09130,CON-02087,DLR-06,VHL-003,20240602,3,6,Service was acceptable
FDB-03483,CASE-09131,CON-01677,DLR-08,VHL-007,20231005,4,7,Good overall service
FDB-03484,CASE-09132,CON-03681,DLR-04,VHL-037,20231121,4,8,Issue solved with minor delays
FDB-03485,CASE-09138,CON-02241,DLR-09,VHL-036,20240929,4,8,Good overall service
FDB-03486,CASE-09139,CON-05044,DLR-06,VHL-043,20240305,4,7,Issue solved with minor delays
FDB-03487,CASE-09148,CON-00088,DLR-03,VHL-017,20240928,5,10,Very smooth service experience
FDB-03488,CASE-09150,CON-04240,DLR-07,VHL-011,20230125,5,9,Excellent support from the service team
FDB-03489,CASE-09154,CON-03108,DLR-10,VHL-028,20240625,4,8,Satisfied but communication could improve
FDB-03490,CASE-09161,CON-05418,DLR-05,VHL-035,20240517,2,5,Needed multiple follow-ups to get help
FDB-03491,CASE-09166,CON-02659,DLR-07,VHL-003,20240212,4,7,Satisfied but communication could improve
FDB-03492,CASE-09168,CON-04008,DLR-03,VHL-017,20240131,4,7,Good overall service
FDB-03493,CASE-09169,CON-02756,DLR-01,VHL-026,20230421,3,6,Service was acceptable
FDB-03494,CASE-09172,CON-05284,DLR-01,VHL-007,20230314,4,8,Issue solved with minor delays
FDB-03495,CASE-09174,CON-05665,DLR-05,VHL-030,20230914,4,8,Good overall service
FDB-03496,CASE-09175,CON-04473,DLR-06,VHL-035,20240831,5,10,Quick resolution and good communication
FDB-03497,CASE-09176,CON-04753,DLR-11,VHL-034,20241228,5,10,Very smooth service experience
FDB-03498,CASE-09179,CON-03880,DLR-02,VHL-021,20230203,4,7,Good overall service
FDB-03499,CASE-09180,CON-05247,DLR-07,VHL-027,20240827,4,7,Issue solved with minor delays
FDB-03500,CASE-09182,CON-04868,DLR-11,VHL-037,20240123,4,8,Issue solved with minor delays
FDB-03501,CASE-09184,CON-01878,DLR-01,VHL-019,20240909,5,10,Very smooth service experience
FDB-03502,CASE-09186,CON-00761,DLR-10,VHL-033,20241022,4,8,Good overall service
FDB-03503,CASE-09187,CON-02756,DLR-06,VHL-031,20240909,4,9,Issue solved with minor delays
FDB-03504,CASE-09190,CON-05636,DLR-09,VHL-004,20231108,4,9,Good overall service
FDB-03505,CASE-09194,CON-01249,DLR-08,VHL-013,20231109,3,6,Service was acceptable
FDB-03506,CASE-09195,CON-02802,DLR-12,VHL-017,20241002,3,7,Average experience
FDB-03507,CASE-09196,CON-03496,DLR-08,VHL-012,20240321,4,7,Satisfied but communication could improve
FDB-03508,CASE-09197,CON-04473,DLR-10,VHL-001,20241026,4,8,Good overall service
FDB-03509,CASE-09198,CON-02927,DLR-08,VHL-044,20231001,5,10,Excellent support from the service team
FDB-03510,CASE-09208,CON-02841,DLR-09,VHL-025,20231113,4,7,Satisfied but communication could improve
FDB-03511,CASE-09209,CON-00045,DLR-01,VHL-034,20241018,4,7,Issue solved with minor delays
FDB-03512,CASE-09213,CON-01827,DLR-09,VHL-025,20230624,4,9,Good overall service
FDB-03513,CASE-09217,CON-05575,DLR-06,VHL-011,20230405,5,9,Very smooth service experience
FDB-03514,CASE-09219,CON-01071,DLR-02,VHL-006,20240718,3,7,Service was acceptable
FDB-03515,CASE-09223,CON-05672,DLR-05,VHL-037,20230129,5,9,Excellent support from the service team
FDB-03516,CASE-09225,CON-03876,DLR-11,VHL-017,20241122,4,8,Good overall service
FDB-03517,CASE-09229,CON-00094,DLR-11,VHL-037,20230204,4,7,Good overall service
FDB-03518,CASE-09231,CON-01502,DLR-04,VHL-013,20231016,3,5,Problem solved but took longer than expected
FDB-03519,CASE-09232,CON-00068,DLR-01,VHL-021,20240329,5,10,Very smooth service experience
FDB-03520,CASE-09233,CON-02234,DLR-08,VHL-011,20241123,2,5,Issue was not resolved properly the first time
FDB-03521,CASE-09237,CON-04101,DLR-11,VHL-044,20240822,5,10,Very smooth service experience
FDB-03522,CASE-09239,CON-00983,DLR-08,VHL-004,20230124,2,2,Service delay caused frustration
FDB-03523,CASE-09240,CON-04535,DLR-12,VHL-036,20240713,4,8,Good overall service
FDB-03524,CASE-09243,CON-02848,DLR-10,VHL-040,20230320,5,10,Excellent support from the service team
FDB-03525,CASE-09245,CON-04376,DLR-10,VHL-025,20230307,4,7,Good overall service
FDB-03526,CASE-09246,CON-02155,DLR-08,VHL-025,20230320,4,9,Satisfied but communication could improve
FDB-03527,CASE-09247,CON-04410,DLR-05,VHL-015,20230721,4,7,Good overall service
FDB-03528,CASE-09249,CON-03253,DLR-01,VHL-045,20240608,5,10,Very smooth service experience
FDB-03529,CASE-09250,CON-03360,DLR-01,VHL-040,20240531,3,6,Service was acceptable
FDB-03530,CASE-09251,CON-01414,DLR-10,VHL-017,20241209,4,8,Issue solved with minor delays
FDB-03531,CASE-09252,CON-01424,DLR-01,VHL-025,20230112,5,10,Very smooth service experience
FDB-03532,CASE-09264,CON-00085,DLR-04,VHL-018,20241027,5,10,Excellent support from the service team
FDB-03533,CASE-09265,CON-01438,DLR-12,VHL-008,20240905,4,8,Satisfied but communication could improve
FDB-03534,CASE-09267,CON-04746,DLR-04,VHL-014,20231018,3,6,Problem solved but took longer than expected
FDB-03535,CASE-09270,CON-03384,DLR-11,VHL-016,20241213,5,10,Excellent support from the service team
FDB-03536,CASE-09274,CON-03006,DLR-02,VHL-038,20230922,5,10,Very smooth service experience
FDB-03537,CASE-09279,CON-03956,DLR-07,VHL-040,20240706,5,10,Quick resolution and good communication
FDB-03538,CASE-09281,CON-05244,DLR-05,VHL-023,20230522,2,4,Service delay caused frustration
FDB-03539,CASE-09283,CON-01666,DLR-12,VHL-019,20241002,4,8,Satisfied but communication could improve
FDB-03540,CASE-09288,CON-04476,DLR-01,VHL-009,20240508,4,8,Good overall service
FDB-03541,CASE-09291,CON-04868,DLR-08,VHL-023,20240807,4,8,Good overall service
FDB-03542,CASE-09293,CON-02935,DLR-12,VHL-029,20230320,5,10,Quick resolution and good communication
FDB-03543,CASE-09295,CON-02978,DLR-07,VHL-015,20240115,5,10,Very smooth service experience
FDB-03544,CASE-09296,CON-01917,DLR-06,VHL-002,20231019,2,3,Resolution took too long
FDB-03545,CASE-09297,CON-00401,DLR-07,VHL-042,20240913,5,9,Excellent support from the service team
FDB-03546,CASE-09298,CON-04805,DLR-02,VHL-040,20240708,4,8,Satisfied but communication could improve
FDB-03547,CASE-09302,CON-00739,DLR-11,VHL-019,20230512,5,9,Very smooth service experience
FDB-03548,CASE-09305,CON-05395,DLR-10,VHL-027,20241120,5,10,Very smooth service experience
FDB-03549,CASE-09310,CON-02762,DLR-10,VHL-029,20240422,3,6,Service was acceptable
FDB-03550,CASE-09311,CON-02834,DLR-10,VHL-033,20230429,4,8,Satisfied but communication could improve
FDB-03551,CASE-09316,CON-05237,DLR-03,VHL-034,20240214,3,7,Problem solved but took longer than expected
FDB-03552,CASE-09320,CON-01243,DLR-01,VHL-013,20231031,2,5,Service delay caused frustration
FDB-03553,CASE-09325,CON-05795,DLR-04,VHL-040,20230714,4,7,Satisfied but communication could improve
FDB-03554,CASE-09331,CON-03652,DLR-09,VHL-043,20240606,5,10,Excellent support from the service team
FDB-03555,CASE-09335,CON-00859,DLR-07,VHL-025,20230326,3,6,Average experience
FDB-03556,CASE-09336,CON-02364,DLR-10,VHL-005,20230218,4,7,Satisfied but communication could improve
FDB-03557,CASE-09339,CON-04996,DLR-09,VHL-040,20240214,5,10,Excellent support from the service team
FDB-03558,CASE-09340,CON-03396,DLR-09,VHL-009,20240815,4,9,Issue solved with minor delays
FDB-03559,CASE-09341,CON-00799,DLR-02,VHL-038,20241212,4,8,Satisfied but communication could improve
FDB-03560,CASE-09342,CON-05729,DLR-04,VHL-014,20230307,3,6,Problem solved but took longer than expected
FDB-03561,CASE-09346,CON-05161,DLR-01,VHL-022,20241130,4,8,Issue solved with minor delays
FDB-03562,CASE-09349,CON-01803,DLR-08,VHL-022,20231001,3,7,Problem solved but took longer than expected
FDB-03563,CASE-09351,CON-03651,DLR-03,VHL-003,20230113,3,7,Average experience
FDB-03564,CASE-09355,CON-03548,DLR-02,VHL-031,20230719,5,10,Excellent support from the service team
FDB-03565,CASE-09357,CON-03336,DLR-05,VHL-017,20240725,5,9,Quick resolution and good communication
FDB-03566,CASE-09364,CON-00783,DLR-02,VHL-007,20230803,3,6,Average experience
FDB-03567,CASE-09365,CON-03874,DLR-06,VHL-027,20230106,3,5,Problem solved but took longer than expected
FDB-03568,CASE-09367,CON-01785,DLR-12,VHL-014,20230305,5,10,Quick resolution and good communication
FDB-03569,CASE-09368,CON-01589,DLR-04,VHL-031,20240308,4,7,Satisfied but communication could improve
FDB-03570,CASE-09371,CON-04997,DLR-11,VHL-044,20240723,5,9,Excellent support from the service team
FDB-03571,CASE-09372,CON-02259,DLR-01,VHL-008,20241203,4,8,Satisfied but communication could improve
FDB-03572,CASE-09379,CON-03521,DLR-08,VHL-039,20240613,5,10,Excellent support from the service team
FDB-03573,CASE-09384,CON-05719,DLR-07,VHL-030,20240613,4,7,Satisfied but communication could improve
FDB-03574,CASE-09386,CON-00389,DLR-03,VHL-021,20240713,3,6,Service was acceptable
FDB-03575,CASE-09391,CON-03264,DLR-04,VHL-045,20240807,4,8,Issue solved with minor delays
FDB-03576,CASE-09393,CON-05152,DLR-09,VHL-034,20230517,4,8,Issue solved with minor delays
FDB-03577,CASE-09397,CON-04670,DLR-05,VHL-016,20230512,4,9,Satisfied but communication could improve
FDB-03578,CASE-09398,CON-03873,DLR-07,VHL-035,20240226,2,4,Needed multiple follow-ups to get help
FDB-03579,CASE-09399,CON-02195,DLR-09,VHL-024,20241004,2,5,Service delay caused frustration
FDB-03580,CASE-09404,CON-03413,DLR-07,VHL-024,20230226,4,7,Issue solved with minor delays
FDB-03581,CASE-09406,CON-01725,DLR-12,VHL-039,20240730,5,9,Very smooth service experience
FDB-03582,CASE-09407,CON-01461,DLR-12,VHL-023,20241008,4,8,Good overall service
FDB-03583,CASE-09411,CON-02283,DLR-10,VHL-022,20230511,5,10,Quick resolution and good communication
FDB-03584,CASE-09413,CON-02609,DLR-02,VHL-020,20230715,3,5,Service was acceptable
FDB-03585,CASE-09415,CON-03988,DLR-04,VHL-001,20240420,4,8,Good overall service
FDB-03586,CASE-09417,CON-04665,DLR-06,VHL-024,20240401,3,5,Problem solved but took longer than expected
FDB-03587,CASE-09418,CON-03814,DLR-09,VHL-036,20240911,4,7,Issue solved with minor delays
FDB-03588,CASE-09419,CON-04935,DLR-06,VHL-026,20240716,2,2,Resolution took too long
FDB-03589,CASE-09420,CON-02695,DLR-11,VHL-031,20231124,5,10,Quick resolution and good communication
FDB-03590,CASE-09421,CON-03807,DLR-02,VHL-018,20230328,4,8,Satisfied but communication could improve
FDB-03591,CASE-09422,CON-02956,DLR-08,VHL-026,20240306,5,10,Quick resolution and good communication
FDB-03592,CASE-09424,CON-05402,DLR-04,VHL-024,20230301,4,9,Issue solved with minor delays
FDB-03593,CASE-09426,CON-03602,DLR-06,VHL-002,20241212,5,10,Very smooth service experience
FDB-03594,CASE-09427,CON-05568,DLR-06,VHL-038,20230314,3,6,Average experience
FDB-03595,CASE-09428,CON-00147,DLR-01,VHL-011,20231226,5,9,Quick resolution and good communication
FDB-03596,CASE-09429,CON-00707,DLR-04,VHL-017,20240109,5,10,Very smooth service experience
FDB-03597,CASE-09436,CON-05590,DLR-04,VHL-011,20230201,2,3,Resolution took too long
FDB-03598,CASE-09441,CON-03050,DLR-02,VHL-036,20230727,5,9,Quick resolution and good communication
FDB-03599,CASE-09452,CON-04771,DLR-05,VHL-036,20230212,4,9,Good overall service
FDB-03600,CASE-09454,CON-04986,DLR-09,VHL-001,20230405,4,7,Satisfied but communication could improve
FDB-03601,CASE-09456,CON-00654,DLR-09,VHL-012,20230831,4,8,Satisfied but communication could improve
FDB-03602,CASE-09460,CON-04443,DLR-03,VHL-036,20230110,4,8,Satisfied but communication could improve
FDB-03603,CASE-09461,CON-00532,DLR-05,VHL-026,20230129,5,10,Quick resolution and good communication
FDB-03604,CASE-09466,CON-05513,DLR-01,VHL-020,20240307,4,7,Good overall service
FDB-03605,CASE-09468,CON-03572,DLR-04,VHL-010,20240116,4,7,Good overall service
FDB-03606,CASE-09470,CON-03144,DLR-09,VHL-019,20230825,3,5,Service was acceptable
FDB-03607,CASE-09472,CON-00215,DLR-08,VHL-009,20240607,4,7,Satisfied but communication could improve
FDB-03608,CASE-09478,CON-05678,DLR-04,VHL-002,20241114,3,5,Problem solved but took longer than expected
FDB-03609,CASE-09482,CON-04674,DLR-12,VHL-023,20230629,3,6,Service was acceptable
FDB-03610,CASE-09483,CON-02567,DLR-11,VHL-032,20230211,4,7,Satisfied but communication could improve
FDB-03611,CASE-09492,CON-01104,DLR-07,VHL-037,20241116,4,8,Satisfied but communication could improve
FDB-03612,CASE-09495,CON-03179,DLR-10,VHL-035,20240105,3,6,Service was acceptable
FDB-03613,CASE-09496,CON-02981,DLR-10,VHL-013,20231110,4,7,Satisfied but communication could improve
FDB-03614,CASE-09500,CON-00966,DLR-04,VHL-032,20230821,4,9,Good overall service
FDB-03615,CASE-09503,CON-05228,DLR-06,VHL-001,20240619,5,10,Very smooth service experience
FDB-03616,CASE-09505,CON-04958,DLR-03,VHL-036,20240313,5,9,Very smooth service experience
FDB-03617,CASE-09511,CON-05080,DLR-10,VHL-038,20241017,4,8,Good overall service
FDB-03618,CASE-09513,CON-04758,DLR-07,VHL-028,20240325,4,8,Good overall service
FDB-03619,CASE-09516,CON-01347,DLR-09,VHL-009,20240215,5,9,Quick resolution and good communication
FDB-03620,CASE-09520,CON-05238,DLR-11,VHL-002,20230728,3,5,Problem solved but took longer than expected
FDB-03621,CASE-09522,CON-05121,DLR-03,VHL-036,20230924,2,4,Needed multiple follow-ups to get help
FDB-03622,CASE-09524,CON-00719,DLR-05,VHL-026,20230815,4,7,Good overall service
FDB-03623,CASE-09536,CON-00591,DLR-10,VHL-027,20230305,2,3,Resolution took too long
FDB-03624,CASE-09540,CON-01469,DLR-08,VHL-032,20230119,4,8,Good overall service
FDB-03625,CASE-09541,CON-02325,DLR-02,VHL-042,20240508,5,10,Excellent support from the service team
FDB-03626,CASE-09542,CON-03454,DLR-05,VHL-035,20240131,3,6,Service was acceptable
FDB-03627,CASE-09546,CON-02658,DLR-11,VHL-011,20230513,3,5,Service was acceptable
FDB-03628,CASE-09549,CON-00245,DLR-03,VHL-009,20230712,5,9,Very smooth service experience
FDB-03629,CASE-09556,CON-04151,DLR-03,VHL-028,20240409,3,6,Average experience
FDB-03630,CASE-09564,CON-00574,DLR-06,VHL-008,20230929,4,9,Issue solved with minor delays
FDB-03631,CASE-09565,CON-00235,DLR-12,VHL-020,20240114,4,8,Satisfied but communication could improve
FDB-03632,CASE-09569,CON-03350,DLR-06,VHL-010,20230210,4,7,Good overall service
FDB-03633,CASE-09572,CON-05112,DLR-04,VHL-011,20230919,4,7,Issue solved with minor delays
FDB-03634,CASE-09575,CON-02527,DLR-04,VHL-006,20240127,3,6,Service was acceptable
FDB-03635,CASE-09577,CON-05221,DLR-11,VHL-001,20240111,3,5,Average experience
FDB-03636,CASE-09578,CON-02678,DLR-08,VHL-025,20230908,4,7,Satisfied but communication could improve
FDB-03637,CASE-09580,CON-01049,DLR-03,VHL-041,20230322,3,6,Problem solved but took longer than expected
FDB-03638,CASE-09582,CON-00838,DLR-06,VHL-001,20241129,4,8,Issue solved with minor delays
FDB-03639,CASE-09583,CON-03478,DLR-12,VHL-033,20231028,4,9,Satisfied but communication could improve
FDB-03640,CASE-09584,CON-02863,DLR-08,VHL-030,20230125,4,7,Satisfied but communication could improve
FDB-03641,CASE-09586,CON-02723,DLR-08,VHL-030,20230620,4,8,Issue solved with minor delays
FDB-03642,CASE-09589,CON-03345,DLR-10,VHL-004,20231206,4,7,Good overall service
FDB-03643,CASE-09591,CON-05400,DLR-03,VHL-021,20230802,4,8,Satisfied but communication could improve
FDB-03644,CASE-09603,CON-03211,DLR-04,VHL-028,20230429,4,7,Satisfied but communication could improve
FDB-03645,CASE-09604,CON-05514,DLR-10,VHL-044,20240905,4,7,Good overall service
FDB-03646,CASE-09605,CON-03666,DLR-02,VHL-007,20231009,4,7,Issue solved with minor delays
FDB-03647,CASE-09606,CON-02096,DLR-10,VHL-008,20241122,4,7,Good overall service
FDB-03648,CASE-09610,CON-03393,DLR-01,VHL-010,20241112,4,7,Good overall service
FDB-03649,CASE-09615,CON-04981,DLR-11,VHL-014,20240227,4,8,Satisfied but communication could improve
FDB-03650,CASE-09620,CON-03939,DLR-12,VHL-034,20240719,4,7,Issue solved with minor delays
FDB-03651,CASE-09621,CON-04082,DLR-01,VHL-002,20230427,4,7,Satisfied but communication could improve
FDB-03652,CASE-09623,CON-00276,DLR-12,VHL-005,20230628,5,10,Very smooth service experience
FDB-03653,CASE-09626,CON-05020,DLR-11,VHL-028,20230524,4,8,Issue solved with minor delays
FDB-03654,CASE-09627,CON-05080,DLR-12,VHL-033,20240903,4,9,Good overall service
FDB-03655,CASE-09631,CON-00100,DLR-07,VHL-037,20240616,4,7,Satisfied but communication could improve
FDB-03656,CASE-09636,CON-05250,DLR-11,VHL-045,20241102,5,9,Excellent support from the service team
FDB-03657,CASE-09638,CON-04005,DLR-07,VHL-002,20240626,4,7,Good overall service
FDB-03658,CASE-09639,CON-00532,DLR-09,VHL-021,20230904,2,2,Issue was not resolved properly the first time
FDB-03659,CASE-09641,CON-01960,DLR-11,VHL-017,20240113,4,7,Issue solved with minor delays
FDB-03660,CASE-09646,CON-01707,DLR-07,VHL-034,20230805,5,10,Excellent support from the service team
FDB-03661,CASE-09647,CON-01961,DLR-12,VHL-022,20240427,4,7,Good overall service
FDB-03662,CASE-09656,CON-01335,DLR-05,VHL-011,20241130,3,6,Problem solved but took longer than expected
FDB-03663,CASE-09657,CON-01881,DLR-05,VHL-015,20240809,3,5,Average experience
FDB-03664,CASE-09661,CON-04509,DLR-09,VHL-036,20231207,4,7,Good overall service
FDB-03665,CASE-09663,CON-03622,DLR-11,VHL-038,20240526,3,5,Service was acceptable
FDB-03666,CASE-09664,CON-02824,DLR-01,VHL-018,20240808,3,5,Service was acceptable
FDB-03667,CASE-09665,CON-02057,DLR-07,VHL-022,20240113,3,7,Problem solved but took longer than expected
FDB-03668,CASE-09668,CON-03594,DLR-03,VHL-011,20230625,5,10,Excellent support from the service team
FDB-03669,CASE-09669,CON-02260,DLR-04,VHL-020,20240529,3,7,Service was acceptable
FDB-03670,CASE-09672,CON-03122,DLR-07,VHL-032,20240112,4,8,Issue solved with minor delays
FDB-03671,CASE-09675,CON-04267,DLR-11,VHL-016,20230310,5,10,Very smooth service experience
FDB-03672,CASE-09676,CON-00714,DLR-09,VHL-021,20230710,5,9,Quick resolution and good communication
FDB-03673,CASE-09681,CON-01137,DLR-08,VHL-028,20240223,3,7,Problem solved but took longer than expected
FDB-03674,CASE-09685,CON-00023,DLR-01,VHL-026,20230419,5,10,Very smooth service experience
FDB-03675,CASE-09687,CON-05275,DLR-03,VHL-035,20230827,3,5,Average experience
FDB-03676,CASE-09689,CON-01369,DLR-11,VHL-023,20230825,4,7,Satisfied but communication could improve
FDB-03677,CASE-09690,CON-01742,DLR-08,VHL-016,20231213,4,8,Good overall service
FDB-03678,CASE-09693,CON-00890,DLR-02,VHL-017,20231018,4,7,Good overall service
FDB-03679,CASE-09697,CON-04505,DLR-12,VHL-037,20230415,4,7,Good overall service
FDB-03680,CASE-09701,CON-03908,DLR-04,VHL-023,20241001,3,6,Problem solved but took longer than expected
FDB-03681,CASE-09702,CON-03616,DLR-04,VHL-038,20240816,4,7,Good overall service
FDB-03682,CASE-09705,CON-00339,DLR-07,VHL-030,20240304,4,8,Satisfied but communication could improve
FDB-03683,CASE-09713,CON-00932,DLR-06,VHL-009,20230308,4,7,Good overall service
FDB-03684,CASE-09715,CON-01267,DLR-05,VHL-030,20240620,5,10,Very smooth service experience
FDB-03685,CASE-09717,CON-04117,DLR-09,VHL-007,20230728,3,6,Average experience
FDB-03686,CASE-09718,CON-00689,DLR-02,VHL-035,20240121,2,2,Issue was not resolved properly the first time
FDB-03687,CASE-09722,CON-02433,DLR-03,VHL-024,20230118,5,9,Excellent support from the service team
FDB-03688,CASE-09725,CON-01850,DLR-05,VHL-026,20230613,4,7,Good overall service
FDB-03689,CASE-09726,CON-05499,DLR-03,VHL-039,20240511,5,9,Very smooth service experience
FDB-03690,CASE-09731,CON-04569,DLR-03,VHL-032,20230824,4,7,Good overall service
FDB-03691,CASE-09733,CON-03691,DLR-06,VHL-002,20240801,4,7,Good overall service
FDB-03692,CASE-09735,CON-00702,DLR-10,VHL-043,20230213,5,9,Quick resolution and good communication
FDB-03693,CASE-09736,CON-03979,DLR-11,VHL-039,20230602,5,9,Excellent support from the service team
FDB-03694,CASE-09737,CON-02916,DLR-10,VHL-004,20240717,5,9,Very smooth service experience
FDB-03695,CASE-09739,CON-00187,DLR-02,VHL-028,20230108,5,10,Quick resolution and good communication
FDB-03696,CASE-09741,CON-02011,DLR-08,VHL-012,20230919,4,8,Good overall service
FDB-03697,CASE-09743,CON-01714,DLR-07,VHL-021,20241120,4,8,Good overall service
FDB-03698,CASE-09744,CON-02671,DLR-09,VHL-001,20230809,3,7,Service was acceptable
FDB-03699,CASE-09745,CON-03960,DLR-01,VHL-039,20231129,5,9,Quick resolution and good communication
FDB-03700,CASE-09748,CON-01439,DLR-09,VHL-034,20240506,4,8,Issue solved with minor delays
FDB-03701,CASE-09749,CON-00554,DLR-01,VHL-011,20230923,5,10,Very smooth service experience
