opportunity_id,lead_id,account_id,contact_id,vehicle_id,dealer_id,stage,deal_value_eur,discount_pct,net_revenue_eur,close_date_key,sales_cycle_days,lost_reason,probability_pct
OPP-03968,LD-01954,ACC-03099,CON-01153,VHL-019,DLR-05,Negotiation,29000.0,2.67,28225.7,,33,,75
OPP-03969,LD-14447,ACC-00877,CON-01141,VHL-007,DLR-10,Closed Won,39000.0,4.95,37069.5,20230317.0,34,,100
OPP-03970,LD-06847,ACC-00337,CON-03186,VHL-016,DLR-05,Proposal,19000.0,10.19,17063.9,,23,,50
OPP-03971,LD-05155,ACC-01195,CON-04451,VHL-039,DLR-08,Closed Won,58000.0,1.29,57251.8,20240812.0,42,,100
OPP-03972,LD-05624,ACC-01453,CON-04068,VHL-041,DLR-07,Closed Lost,48000.0,6.68,44793.6,20230201.0,28,No Decision,0
OPP-03973,LD-13369,ACC-00765,CON-02515,VHL-044,DLR-11,Closed Won,71000.0,3.03,68848.7,20241231.0,20,,100
OPP-03974,LD-08689,ACC-01393,CON-01442,VHL-019,DLR-03,Closed Won,29000.0,4.56,27677.6,20240420.0,30,,100
OPP-03975,LD-15285,ACC-02987,CON-02030,VHL-040,DLR-11,Closed Won,68000.0,2.31,66429.2,20230827.0,30,,100
OPP-03976,LD-11629,ACC-01261,CON-03662,VHL-035,DLR-06,Qualified,16000.0,3.18,15491.2,,31,,25
OPP-03977,LD-07716,ACC-02102,CON-02826,VHL-044,DLR-12,Closed Won,71000.0,2.96,68898.4,20240619.0,36,,100
OPP-03978,LD-05711,ACC-03163,CON-05029,VHL-011,DLR-04,Closed Won,34000.0,8.52,31103.2,20230705.0,8,,100
OPP-03979,LD-04546,ACC-02278,CON-05276,VHL-022,DLR-10,Negotiation,41000.0,3.37,39618.3,,22,,75
OPP-03980,LD-09631,ACC-01359,CON-02866,VHL-020,DLR-05,Closed Won,25000.0,7.17,23207.5,20240813.0,24,,100
OPP-03981,LD-10195,ACC-02856,CON-04752,VHL-041,DLR-11,Closed Won,48000.0,1.94,47068.8,20230614.0,57,,100
OPP-03982,LD-10777,ACC-01187,CON-00891,VHL-018,DLR-08,Qualified,35000.0,8.01,32196.5,,9,,25
OPP-03983,LD-05252,ACC-00979,CON-03542,VHL-023,DLR-02,Closed Won,52000.0,3.02,50429.6,20240408.0,25,,100
OPP-03984,LD-08168,ACC-00796,CON-02849,VHL-007,DLR-03,Proposal,39000.0,3.51,37631.1,,29,,50
OPP-03985,LD-04426,ACC-02904,CON-02954,VHL-009,DLR-01,Closed Won,35000.0,4.06,33579.0,20240510.0,27,,100
OPP-03986,LD-06185,ACC-00419,CON-00268,VHL-026,DLR-03,Proposal,43000.0,8.33,39418.1,,16,,50
OPP-03987,LD-04457,ACC-02156,CON-01878,VHL-041,DLR-04,Qualified,48000.0,5.27,45470.4,,47,,25
OPP-03988,LD-05716,ACC-02230,CON-04004,VHL-045,DLR-01,Closed Won,85000.0,7.15,78922.5,20231127.0,25,,100
OPP-03989,LD-11917,ACC-02431,CON-02474,VHL-015,DLR-03,Qualified,48000.0,8.83,43761.6,,22,,25
OPP-03990,LD-12002,ACC-00888,CON-00828,VHL-034,DLR-04,Qualified,40000.0,7.93,36828.0,,38,,25
OPP-03991,LD-10646,ACC-00161,CON-04101,VHL-045,DLR-11,Proposal,85000.0,4.86,80869.0,,32,,50
OPP-03992,LD-09189,ACC-00344,CON-03174,VHL-044,DLR-05,Closed Lost,71000.0,8.69,64830.1,20230824.0,22,No Decision,0
OPP-03993,LD-03532,ACC-01595,CON-05630,VHL-022,DLR-01,Closed Won,41000.0,7.04,38113.6,20241129.0,27,,100
OPP-03994,LD-11270,ACC-03191,CON-02381,VHL-040,DLR-01,Qualified,68000.0,6.76,63403.2,,44,,25
OPP-03995,LD-11055,ACC-00044,CON-02157,VHL-004,DLR-08,Closed Won,32000.0,8.91,29148.8,20230820.0,7,,100
OPP-03996,LD-09487,ACC-00121,CON-01605,VHL-039,DLR-06,Closed Lost,58000.0,2.88,56329.6,20230920.0,19,Price,0
OPP-03997,LD-02882,ACC-02447,CON-04535,VHL-022,DLR-05,Closed Won,41000.0,6.24,38441.6,20230328.0,15,,100
OPP-03998,LD-09700,ACC-01368,CON-00997,VHL-040,DLR-02,Closed Won,68000.0,1.09,67258.8,20240623.0,42,,100
OPP-03999,LD-13982,ACC-02988,CON-00952,VHL-016,DLR-05,Closed Won,19000.0,8.83,17322.3,20240917.0,23,,100
OPP-04000,LD-00884,ACC-02969,CON-02677,VHL-030,DLR-09,Negotiation,31000.0,10.33,27797.7,,14,,75
OPP-04001,LD-02824,ACC-01605,CON-04921,VHL-027,DLR-03,Closed Lost,47000.0,12.58,41087.4,20230511.0,20,Competitor,0
OPP-04002,LD-04612,ACC-00313,CON-01907,VHL-032,DLR-01,Closed Won,58000.0,3.71,55848.2,20231106.0,10,,100
OPP-04003,LD-15250,ACC-02155,CON-01349,VHL-006,DLR-09,Negotiation,36000.0,2.5,35100.0,,14,,75
OPP-04004,LD-04276,ACC-02209,CON-00263,VHL-010,DLR-04,Closed Won,17000.0,6.6,15878.0,20241003.0,13,,100
OPP-04005,LD-02433,ACC-01956,CON-02260,VHL-038,DLR-05,Negotiation,52000.0,2.39,50757.2,,51,,75
OPP-04006,LD-11891,ACC-03099,CON-04582,VHL-042,DLR-01,Closed Won,62000.0,1.18,61268.4,20240112.0,26,,100
OPP-04007,LD-08883,ACC-00884,CON-00089,VHL-013,DLR-06,Closed Lost,28000.0,3.95,26894.0,20240301.0,17,Price,0
OPP-04008,LD-10721,ACC-01127,CON-04029,VHL-033,DLR-04,Closed Won,28000.0,3.16,27115.2,20240104.0,35,,100
OPP-04009,LD-04518,ACC-01046,CON-04285,VHL-032,DLR-06,Closed Won,58000.0,6.26,54369.2,20230710.0,12,,100
OPP-04010,LD-03906,ACC-00533,CON-05649,VHL-029,DLR-08,Closed Lost,37000.0,10.15,33244.5,20240408.0,25,Price,0
OPP-04011,LD-13504,ACC-02583,CON-04440,VHL-038,DLR-09,Closed Won,52000.0,6.23,48760.4,20230303.0,41,,100
OPP-04012,LD-07937,ACC-02017,CON-00122,VHL-013,DLR-11,Qualified,28000.0,7.54,25888.8,,22,,25
OPP-04013,LD-03889,ACC-02128,CON-02348,VHL-029,DLR-09,Closed Lost,37000.0,7.22,34328.6,20241020.0,9,Delay,0
OPP-04014,LD-09428,ACC-00173,CON-01834,VHL-040,DLR-11,Proposal,68000.0,1.77,66796.4,,19,,50
OPP-04015,LD-04330,ACC-02131,CON-01458,VHL-008,DLR-01,Closed Lost,52000.0,10.75,46410.0,20230731.0,10,No Decision,0
OPP-04016,LD-11565,ACC-00363,CON-00805,VHL-042,DLR-10,Closed Won,62000.0,3.78,59656.4,20230821.0,56,,100
OPP-04017,LD-13037,ACC-00631,CON-01979,VHL-042,DLR-04,Closed Won,62000.0,6.34,58069.2,20230826.0,42,,100
OPP-04018,LD-12754,ACC-00410,CON-00057,VHL-006,DLR-12,Closed Won,36000.0,2.58,35071.2,20230520.0,20,,100
OPP-04019,LD-05529,ACC-01395,CON-04058,VHL-010,DLR-08,Closed Lost,17000.0,9.68,15354.4,20240909.0,23,Competitor,0
OPP-04020,LD-10573,ACC-01787,CON-04494,VHL-038,DLR-05,Closed Won,52000.0,4.56,49628.8,20230221.0,29,,100
OPP-04021,LD-10782,ACC-01739,CON-03751,VHL-014,DLR-03,Closed Won,33000.0,5.88,31059.6,20240719.0,38,,100
OPP-04022,LD-11112,ACC-02545,CON-03384,VHL-010,DLR-10,Closed Won,17000.0,7.15,15784.5,20241129.0,16,,100
OPP-04023,LD-14427,ACC-01190,CON-01128,VHL-027,DLR-07,Proposal,47000.0,6.7,43851.0,,23,,50
OPP-04024,LD-15137,ACC-01246,CON-01253,VHL-023,DLR-09,Closed Won,52000.0,2.86,50512.8,20240811.0,22,,100
OPP-04025,LD-11257,ACC-03196,CON-00445,VHL-011,DLR-10,Closed Lost,34000.0,2.05,33303.0,20240824.0,35,Competitor,0
OPP-04026,LD-03323,ACC-01669,CON-01698,VHL-027,DLR-07,Negotiation,47000.0,6.32,44029.6,,15,,75
OPP-04027,LD-00525,ACC-02518,CON-03992,VHL-022,DLR-10,Qualified,41000.0,4.37,39208.3,,30,,25
OPP-04028,LD-05158,ACC-01850,CON-02511,VHL-032,DLR-08,Closed Won,58000.0,2.98,56271.6,20241231.0,30,,100
OPP-04029,LD-12841,ACC-02079,CON-01400,VHL-042,DLR-10,Closed Won,62000.0,1.13,61299.4,20240404.0,21,,100
OPP-04030,LD-03219,ACC-01186,CON-01364,VHL-032,DLR-10,Closed Won,58000.0,7.58,53603.6,20240209.0,11,,100
OPP-04031,LD-13029,ACC-02928,CON-01224,VHL-006,DLR-12,Negotiation,36000.0,3.27,34822.8,,8,,75
OPP-04032,LD-12415,ACC-01651,CON-03426,VHL-021,DLR-06,Closed Lost,38000.0,13.41,32904.2,20240715.0,17,Delay,0
OPP-04033,LD-09961,ACC-03141,CON-04749,VHL-001,DLR-01,Closed Won,18000.0,6.99,16741.8,20230705.0,33,,100
OPP-04034,LD-02766,ACC-02264,CON-03058,VHL-006,DLR-06,Closed Won,36000.0,8.46,32954.4,20241016.0,25,,100
OPP-04035,LD-06729,ACC-00368,CON-04371,VHL-011,DLR-08,Closed Won,34000.0,8.08,31252.8,20241231.0,36,,100
OPP-04036,LD-09039,ACC-02373,CON-05526,VHL-013,DLR-04,Closed Lost,28000.0,4.96,26611.2,20230821.0,30,Price,0
OPP-04037,LD-01001,ACC-02316,CON-05129,VHL-041,DLR-02,Closed Lost,48000.0,3.23,46449.6,20230626.0,39,Competitor,0
OPP-04038,LD-00287,ACC-02333,CON-05257,VHL-032,DLR-08,Qualified,58000.0,6.5,54230.0,,26,,25
OPP-04039,LD-14236,ACC-00718,CON-00270,VHL-003,DLR-02,Closed Won,26000.0,9.8,23452.0,20240611.0,19,,100
OPP-04040,LD-15514,ACC-01206,CON-04427,VHL-012,DLR-08,Closed Lost,70000.0,3.08,67844.0,20241231.0,21,Delay,0
OPP-04041,LD-09011,ACC-01671,CON-02862,VHL-010,DLR-03,Closed Won,17000.0,5.44,16075.2,20241008.0,10,,100
OPP-04042,LD-01512,ACC-00635,CON-00915,VHL-023,DLR-10,Closed Won,52000.0,2.71,50590.8,20231003.0,37,,100
OPP-04043,LD-14770,ACC-00126,CON-02520,VHL-026,DLR-03,Closed Won,43000.0,3.56,41469.2,20230925.0,33,,100
OPP-04044,LD-08201,ACC-01268,CON-00451,VHL-019,DLR-05,Closed Won,29000.0,4.07,27819.7,20240508.0,20,,100
OPP-04045,LD-11086,ACC-02130,CON-04551,VHL-006,DLR-10,Closed Won,36000.0,9.96,32414.4,20240909.0,21,,100
OPP-04046,LD-15484,ACC-01482,CON-05664,VHL-041,DLR-09,Closed Won,48000.0,3.28,46425.6,20240528.0,56,,100
OPP-04047,LD-01514,ACC-00568,CON-04289,VHL-037,DLR-12,Closed Won,45000.0,7.29,41719.5,20240702.0,51,,100
OPP-04048,LD-05072,ACC-01167,CON-05054,VHL-029,DLR-09,Closed Won,37000.0,7.55,34206.5,20230221.0,8,,100
OPP-04049,LD-14615,ACC-02719,CON-01854,VHL-001,DLR-11,Closed Won,18000.0,9.18,16347.6,20241009.0,33,,100
OPP-04050,LD-07039,ACC-02499,CON-04655,VHL-043,DLR-08,Proposal,82000.0,1.85,80483.0,,54,,50
OPP-04051,LD-02310,ACC-01664,CON-04636,VHL-023,DLR-06,Closed Won,52000.0,2.77,50559.6,20240512.0,16,,100
OPP-04052,LD-07799,ACC-01779,CON-02505,VHL-015,DLR-05,Closed Won,48000.0,4.87,45662.4,20231024.0,16,,100
OPP-04053,LD-14138,ACC-02347,CON-01849,VHL-028,DLR-04,Closed Won,51000.0,3.34,49296.6,20230726.0,31,,100
OPP-04054,LD-04814,ACC-00888,CON-03825,VHL-043,DLR-07,Closed Won,82000.0,3.85,78843.0,20240817.0,22,,100
OPP-04055,LD-06733,ACC-00403,CON-04144,VHL-045,DLR-10,Qualified,85000.0,3.89,81693.5,,45,,25
OPP-04056,LD-03290,ACC-03140,CON-01664,VHL-042,DLR-12,Closed Won,62000.0,5.8,58404.0,20241110.0,27,,100
OPP-04057,LD-10463,ACC-03074,CON-05737,VHL-015,DLR-08,Proposal,48000.0,5.7,45264.0,,28,,50
OPP-04058,LD-08340,ACC-01633,CON-01046,VHL-007,DLR-06,Proposal,39000.0,7.9,35919.0,,24,,50
OPP-04059,LD-08517,ACC-02085,CON-05227,VHL-003,DLR-03,Closed Won,26000.0,3.92,24980.8,20240122.0,26,,100
OPP-04060,LD-05741,ACC-00673,CON-05354,VHL-029,DLR-04,Negotiation,37000.0,9.69,33414.7,,8,,75
OPP-04061,LD-13507,ACC-02735,CON-01834,VHL-006,DLR-01,Closed Won,36000.0,3.79,34635.6,20230928.0,7,,100
OPP-04062,LD-12377,ACC-01595,CON-01226,VHL-036,DLR-03,Closed Won,39000.0,4.04,37424.4,20241030.0,43,,100
OPP-04063,LD-13753,ACC-02064,CON-00237,VHL-009,DLR-12,Qualified,35000.0,2.39,34163.5,,31,,25
OPP-04064,LD-00146,ACC-02507,CON-03121,VHL-039,DLR-06,Proposal,58000.0,1.49,57135.8,,30,,50
OPP-04065,LD-13638,ACC-00197,CON-03572,VHL-028,DLR-01,Closed Won,51000.0,11.23,45272.7,20231218.0,8,,100
OPP-04066,LD-14965,ACC-02508,CON-03997,VHL-005,DLR-03,Closed Lost,30000.0,5.75,28275.0,20230509.0,10,Delay,0
OPP-04067,LD-09721,ACC-03022,CON-01121,VHL-043,DLR-08,Qualified,82000.0,4.78,78080.4,,22,,25
OPP-04068,LD-14711,ACC-02579,CON-01706,VHL-023,DLR-11,Closed Won,52000.0,6.58,48578.4,20231011.0,18,,100
OPP-04069,LD-07901,ACC-02630,CON-01775,VHL-017,DLR-09,Closed Won,27000.0,10.35,24205.5,20230303.0,35,,100
OPP-04070,LD-03697,ACC-00904,CON-03221,VHL-040,DLR-04,Closed Won,68000.0,2.01,66633.2,20230804.0,41,,100
OPP-04071,LD-03625,ACC-01805,CON-00311,VHL-041,DLR-10,Closed Won,48000.0,2.89,46612.8,20230528.0,49,,100
OPP-04072,LD-05809,ACC-00239,CON-00952,VHL-037,DLR-06,Closed Won,45000.0,2.97,43663.5,20230225.0,28,,100
OPP-04073,LD-04141,ACC-02974,CON-02835,VHL-015,DLR-10,Closed Won,48000.0,5.59,45316.8,20230717.0,15,,100
OPP-04074,LD-13496,ACC-02443,CON-00995,VHL-002,DLR-03,Closed Won,22000.0,8.9,20042.0,20241114.0,15,,100
OPP-04075,LD-09990,ACC-03056,CON-05723,VHL-016,DLR-07,Proposal,19000.0,2.66,18494.6,,12,,50
OPP-04076,LD-08256,ACC-01575,CON-04201,VHL-014,DLR-07,Closed Lost,33000.0,9.25,29947.5,20231020.0,37,No Decision,0
OPP-04077,LD-10679,ACC-03151,CON-04623,VHL-017,DLR-09,Closed Lost,27000.0,8.72,24645.6,20240526.0,11,Delay,0
OPP-04078,LD-09046,ACC-01077,CON-02764,VHL-044,DLR-05,Qualified,71000.0,6.62,66299.8,,52,,25
OPP-04079,LD-06981,ACC-01860,CON-03476,VHL-020,DLR-08,Qualified,25000.0,4.06,23985.0,,19,,25
OPP-04080,LD-12446,ACC-01466,CON-00092,VHL-027,DLR-02,Negotiation,47000.0,10.0,42300.0,,27,,75
OPP-04081,LD-02610,ACC-01644,CON-03126,VHL-014,DLR-12,Closed Won,33000.0,3.37,31887.9,20231103.0,29,,100
OPP-04082,LD-10056,ACC-01902,CON-04688,VHL-006,DLR-04,Proposal,36000.0,5.81,33908.4,,12,,50
OPP-04083,LD-11031,ACC-02778,CON-00733,VHL-023,DLR-01,Qualified,52000.0,9.3,47164.0,,17,,25
OPP-04084,LD-12082,ACC-01556,CON-03403,VHL-012,DLR-08,Proposal,70000.0,6.22,65646.0,,7,,50
OPP-04085,LD-02814,ACC-02103,CON-05672,VHL-002,DLR-10,Proposal,22000.0,7.25,20405.0,,22,,50
OPP-04086,LD-12534,ACC-02031,CON-03291,VHL-020,DLR-09,Closed Lost,25000.0,6.0,23500.0,20230408.0,36,Price,0
OPP-04087,LD-12391,ACC-00894,CON-04704,VHL-021,DLR-01,Closed Lost,38000.0,6.64,35476.8,20240621.0,19,Price,0
OPP-04088,LD-01580,ACC-01084,CON-01631,VHL-044,DLR-06,Closed Lost,71000.0,5.91,66803.9,20240114.0,37,Price,0
OPP-04089,LD-11277,ACC-00196,CON-01479,VHL-009,DLR-05,Closed Won,35000.0,3.35,33827.5,20241231.0,27,,100
OPP-04090,LD-05614,ACC-00388,CON-01050,VHL-019,DLR-07,Proposal,29000.0,5.66,27358.6,,9,,50
OPP-04091,LD-06097,ACC-00969,CON-04048,VHL-035,DLR-06,Closed Won,16000.0,5.06,15190.4,20230301.0,10,,100
OPP-04092,LD-12825,ACC-01632,CON-02309,VHL-024,DLR-08,Closed Won,24000.0,8.64,21926.4,20241007.0,13,,100
OPP-04093,LD-03127,ACC-01898,CON-02522,VHL-008,DLR-03,Closed Won,52000.0,2.87,50507.6,20230730.0,16,,100
OPP-04094,LD-11782,ACC-00765,CON-03295,VHL-025,DLR-04,Closed Won,69000.0,7.0,64170.0,20230530.0,17,,100
OPP-04095,LD-14200,ACC-00378,CON-02993,VHL-039,DLR-10,Qualified,58000.0,6.0,54520.0,,58,,25
OPP-04096,LD-02375,ACC-00420,CON-02177,VHL-012,DLR-02,Closed Lost,70000.0,10.94,62342.0,20240802.0,18,Price,0
OPP-04097,LD-00427,ACC-00703,CON-03438,VHL-008,DLR-09,Negotiation,52000.0,8.51,47574.8,,33,,75
OPP-04098,LD-01605,ACC-02996,CON-00755,VHL-027,DLR-04,Closed Won,47000.0,5.56,44386.8,20230528.0,38,,100
OPP-04099,LD-11034,ACC-00949,CON-03826,VHL-043,DLR-01,Closed Won,82000.0,4.07,78662.6,20240210.0,45,,100
OPP-04100,LD-06012,ACC-02111,CON-00754,VHL-041,DLR-08,Closed Lost,48000.0,5.85,45192.0,20231223.0,25,Competitor,0
OPP-04101,LD-15850,ACC-01387,CON-05121,VHL-041,DLR-08,Closed Won,48000.0,3.23,46449.6,20231126.0,19,,100
OPP-04102,LD-10398,ACC-02019,CON-00301,VHL-032,DLR-10,Negotiation,58000.0,8.5,53070.0,,8,,75
OPP-04103,LD-14992,ACC-01650,CON-02071,VHL-006,DLR-05,Closed Won,36000.0,6.71,33584.4,20231024.0,34,,100
OPP-04104,LD-07732,ACC-01960,CON-05127,VHL-036,DLR-01,Closed Won,39000.0,7.96,35895.6,20230628.0,47,,100
OPP-04105,LD-02888,ACC-00967,CON-03344,VHL-009,DLR-07,Closed Won,35000.0,5.22,33173.0,20241107.0,38,,100
OPP-04106,LD-09212,ACC-00064,CON-05090,VHL-002,DLR-01,Closed Lost,22000.0,7.18,20420.4,20230901.0,16,Competitor,0
OPP-04107,LD-14190,ACC-02699,CON-04204,VHL-030,DLR-03,Qualified,31000.0,6.82,28885.8,,12,,25
OPP-04108,LD-12168,ACC-01344,CON-02254,VHL-024,DLR-03,Closed Won,24000.0,4.12,23011.2,20240516.0,29,,100
OPP-04109,LD-14680,ACC-02781,CON-01832,VHL-031,DLR-09,Closed Won,45000.0,3.28,43524.0,20240717.0,32,,100
OPP-04110,LD-08879,ACC-02209,CON-05183,VHL-045,DLR-07,Closed Lost,85000.0,4.29,81353.5,20230304.0,39,No Decision,0
OPP-04111,LD-03909,ACC-02333,CON-02007,VHL-037,DLR-04,Closed Lost,45000.0,7.18,41769.0,20230512.0,43,Competitor,0
OPP-04112,LD-13974,ACC-00298,CON-01553,VHL-023,DLR-05,Qualified,52000.0,7.71,47990.8,,18,,25
OPP-04113,LD-12554,ACC-01630,CON-02308,VHL-043,DLR-11,Closed Lost,82000.0,2.25,80155.0,20240104.0,54,No Decision,0
OPP-04114,LD-09798,ACC-02420,CON-03759,VHL-045,DLR-04,Closed Won,85000.0,7.68,78472.0,20240325.0,53,,100
OPP-04115,LD-14285,ACC-01762,CON-00741,VHL-039,DLR-04,Closed Won,58000.0,5.77,54653.4,20241009.0,33,,100
OPP-04116,LD-05797,ACC-00067,CON-00468,VHL-044,DLR-11,Closed Won,71000.0,4.79,67599.1,20230902.0,52,,100
OPP-04117,LD-08831,ACC-01356,CON-02815,VHL-017,DLR-12,Closed Lost,27000.0,3.9,25947.0,20240211.0,9,Delay,0
OPP-04118,LD-13452,ACC-02713,CON-00722,VHL-008,DLR-07,Closed Lost,52000.0,8.92,47361.6,20230626.0,21,No Decision,0
OPP-04119,LD-14891,ACC-02079,CON-02745,VHL-015,DLR-11,Closed Won,48000.0,7.75,44280.0,20240110.0,23,,100
OPP-04120,LD-06241,ACC-02481,CON-01746,VHL-034,DLR-04,Closed Lost,40000.0,9.63,36148.0,20241010.0,26,Competitor,0
OPP-04121,LD-03220,ACC-00271,CON-05533,VHL-043,DLR-12,Closed Won,82000.0,4.59,78236.2,20230328.0,58,,100
OPP-04122,LD-12729,ACC-02565,CON-04254,VHL-026,DLR-06,Closed Won,43000.0,5.05,40828.5,20240310.0,35,,100
OPP-04123,LD-03366,ACC-02848,CON-05440,VHL-028,DLR-10,Closed Won,51000.0,6.62,47623.8,20231014.0,9,,100
OPP-04124,LD-01284,ACC-00964,CON-01906,VHL-036,DLR-06,Closed Won,39000.0,1.64,38360.4,20230628.0,29,,100
OPP-04125,LD-10177,ACC-01957,CON-00877,VHL-040,DLR-11,Closed Lost,68000.0,4.61,64865.2,20240822.0,42,Competitor,0
OPP-04126,LD-11077,ACC-02522,CON-00709,VHL-023,DLR-05,Closed Won,52000.0,8.41,47626.8,20230616.0,8,,100
OPP-04127,LD-04997,ACC-02516,CON-01598,VHL-001,DLR-07,Closed Won,18000.0,5.04,17092.8,20230130.0,11,,100
OPP-04128,LD-03726,ACC-02028,CON-05108,VHL-041,DLR-12,Qualified,48000.0,4.77,45710.4,,47,,25
OPP-04129,LD-10079,ACC-02555,CON-03044,VHL-009,DLR-06,Closed Won,35000.0,5.94,32921.0,20241231.0,16,,100
OPP-04130,LD-06040,ACC-02944,CON-01925,VHL-025,DLR-02,Closed Won,69000.0,6.43,64563.3,20240527.0,38,,100
OPP-04131,LD-09006,ACC-01312,CON-03103,VHL-014,DLR-06,Closed Won,33000.0,8.7,30129.0,20230814.0,15,,100
OPP-04132,LD-13402,ACC-02635,CON-05409,VHL-031,DLR-12,Closed Won,45000.0,4.27,43078.5,20240529.0,9,,100
OPP-04133,LD-11703,ACC-01633,CON-01041,VHL-017,DLR-01,Closed Won,27000.0,8.63,24669.9,20240925.0,7,,100
OPP-04134,LD-14863,ACC-01511,CON-00129,VHL-019,DLR-03,Closed Won,29000.0,8.64,26494.4,20231225.0,22,,100
OPP-04135,LD-07675,ACC-02718,CON-05084,VHL-024,DLR-03,Qualified,24000.0,4.65,22884.0,,8,,25
OPP-04136,LD-15647,ACC-01561,CON-03174,VHL-036,DLR-10,Closed Lost,39000.0,4.24,37346.4,20241231.0,42,Delay,0
OPP-04137,LD-06051,ACC-00126,CON-00805,VHL-041,DLR-10,Closed Won,48000.0,4.2,45984.0,20240309.0,20,,100
OPP-04138,LD-08977,ACC-00721,CON-04111,VHL-041,DLR-04,Closed Won,48000.0,2.18,46953.6,20240613.0,52,,100
OPP-04139,LD-08341,ACC-01100,CON-00386,VHL-023,DLR-03,Closed Won,52000.0,5.58,49098.4,20240902.0,30,,100
OPP-04140,LD-10643,ACC-01887,CON-02019,VHL-031,DLR-02,Negotiation,45000.0,9.97,40513.5,,32,,75
OPP-04141,LD-10991,ACC-02505,CON-04423,VHL-016,DLR-06,Closed Won,19000.0,4.26,18190.6,20231107.0,29,,100
OPP-04142,LD-07895,ACC-02800,CON-02281,VHL-001,DLR-12,Negotiation,18000.0,6.47,16835.4,,15,,75
OPP-04143,LD-11193,ACC-01604,CON-04882,VHL-005,DLR-02,Closed Won,30000.0,6.61,28017.0,20240222.0,24,,100
OPP-04144,LD-15162,ACC-02238,CON-02431,VHL-035,DLR-06,Closed Won,16000.0,4.5,15280.0,20230605.0,19,,100
OPP-04145,LD-14439,ACC-01394,CON-02579,VHL-010,DLR-07,Closed Lost,17000.0,11.24,15089.2,20240117.0,13,Price,0
OPP-04146,LD-12113,ACC-00765,CON-00948,VHL-041,DLR-01,Negotiation,48000.0,5.11,45547.2,,38,,75
OPP-04147,LD-09823,ACC-00729,CON-00379,VHL-044,DLR-06,Closed Won,71000.0,3.37,68607.3,20231119.0,48,,100
OPP-04148,LD-12585,ACC-02358,CON-04293,VHL-024,DLR-04,Closed Lost,24000.0,6.28,22492.8,20240719.0,17,Competitor,0
OPP-04149,LD-06200,ACC-01407,CON-03426,VHL-038,DLR-08,Closed Lost,52000.0,2.99,50445.2,20240115.0,32,Price,0
OPP-04150,LD-11278,ACC-02067,CON-01189,VHL-020,DLR-06,Closed Won,25000.0,5.83,23542.5,20241111.0,21,,100
OPP-04151,LD-08427,ACC-01499,CON-04157,VHL-021,DLR-10,Proposal,38000.0,8.18,34891.6,,30,,50
OPP-04152,LD-02254,ACC-01583,CON-05760,VHL-009,DLR-10,Qualified,35000.0,6.52,32718.0,,23,,25
OPP-04153,LD-05452,ACC-02499,CON-03424,VHL-010,DLR-11,Closed Lost,17000.0,7.59,15709.7,20240102.0,8,Competitor,0
OPP-04154,LD-14559,ACC-00919,CON-01769,VHL-017,DLR-04,Closed Won,27000.0,8.62,24672.6,20240418.0,23,,100
OPP-04155,LD-12056,ACC-02767,CON-01124,VHL-034,DLR-04,Qualified,40000.0,4.95,38020.0,,14,,25
OPP-04156,LD-13213,ACC-00464,CON-04173,VHL-026,DLR-08,Closed Lost,43000.0,11.57,38024.9,20230409.0,11,No Decision,0
OPP-04157,LD-02184,ACC-02137,CON-01144,VHL-002,DLR-11,Closed Won,22000.0,3.32,21269.6,20230514.0,19,,100
OPP-04158,LD-10228,ACC-01103,CON-01676,VHL-006,DLR-11,Closed Won,36000.0,4.67,34318.8,20230930.0,22,,100
OPP-04159,LD-01995,ACC-00861,CON-04192,VHL-015,DLR-05,Closed Won,48000.0,2.69,46708.8,20230426.0,30,,100
OPP-04160,LD-03971,ACC-01859,CON-03882,VHL-030,DLR-12,Closed Won,31000.0,3.29,29980.1,20240312.0,25,,100
OPP-04161,LD-06151,ACC-00440,CON-00182,VHL-031,DLR-09,Proposal,45000.0,9.12,40896.0,,19,,50
OPP-04162,LD-03718,ACC-01719,CON-01027,VHL-008,DLR-10,Proposal,52000.0,3.21,50330.8,,20,,50
OPP-04163,LD-07136,ACC-00976,CON-04288,VHL-013,DLR-09,Closed Won,28000.0,8.77,25544.4,20230202.0,13,,100
OPP-04164,LD-04263,ACC-00188,CON-03001,VHL-008,DLR-12,Closed Won,52000.0,5.58,49098.4,20240112.0,27,,100
OPP-04165,LD-10170,ACC-02856,CON-03037,VHL-022,DLR-02,Qualified,41000.0,7.47,37937.3,,16,,25
OPP-04166,LD-00430,ACC-03153,CON-05683,VHL-026,DLR-11,Closed Won,43000.0,9.72,38820.4,20231114.0,25,,100
OPP-04167,LD-02853,ACC-00727,CON-05466,VHL-045,DLR-03,Closed Won,85000.0,1.25,83937.5,20241013.0,40,,100
OPP-04168,LD-15402,ACC-02852,CON-03029,VHL-041,DLR-06,Closed Won,48000.0,5.31,45451.2,20231013.0,25,,100
OPP-04169,LD-13217,ACC-02479,CON-04574,VHL-042,DLR-04,Closed Won,62000.0,4.31,59327.8,20230928.0,21,,100
OPP-04170,LD-03141,ACC-00028,CON-02533,VHL-001,DLR-10,Closed Won,18000.0,3.05,17451.0,20240725.0,37,,100
OPP-04171,LD-00438,ACC-02158,CON-04808,VHL-036,DLR-08,Negotiation,39000.0,1.78,38305.8,,50,,75
